"REG_CODE";"REG_LIBELLE";"DEP_CODE";"DEP_LIBELLE";"COMM";"TYPE_DAU";"NUM_DAU";"ETAT_DAU";"DATE_REELLE_AUTORISATION";"DATE_REELLE_DOC";"DATE_REELLE_DAACT";"AN_DEPOT";"DPC_PREM";"DPC_AUT";"DPC_DOC";"DPC_DERN";"CAT_DEM";"APE_DEM";"CJ_DEM";"DENOM_DEM";"SIREN_DEM";"SIRET_DEM";"CODPOST_DEM";"LOCALITE_DEM";"REC_ARCHI";"ADR_NUM_TER";"ADR_TYPEVOIE_TER";"ADR_LIBVOIE_TER";"ADR_LIEUDIT_TER";"ADR_LOCALITE_TER";"ADR_CODPOST_TER";"SEC_CADASTRE1";"NUM_CADASTRE1";"SEC_CADASTRE2";"NUM_CADASTRE2";"SEC_CADASTRE3";"NUM_CADASTRE3";"SUPERFICIE_TERRAIN";"ZONE_OP";"NATURE_PROJET_DECLAREE";"NATURE_PROJET_COMPLETEE";"DESTINATION_PRINCIPALE";"TYPE_PRINCIP_LOGTS_CREES";"TYPE_TRANSFO_PRINCIPAL";"TYPE_PRINCIP_LOCAUX_TRANSFORMES";"I_EXTENSION";"I_SURELEVATION";"I_NIVSUPP";"NB_NIV_MAX";"UTILISATION";"RES_PRINCIP_OU_SECOND";"TYP_ANNEXE";"I_PISCINE";"I_GARAGE";"I_VERANDA";"I_ABRI_JARDIN";"I_AUTRE_ANNEXE";"RESIDENCE";"RES_PERS_AGEES";"RES_ETUDIANTS";"RES_TOURISME";"RES_HOTEL_SOCIALE";"RES_SOCIALE";"RES_HANDICAPES";"RES_AUTRE";"NB_LGT_TOT_CREES";"NB_LGT_IND_CREES";"NB_LGT_COL_CREES";"NB_LGT_INDIV_PURS";"NB_LGT_INDIV_GROUPES";"NB_LGT_RES";"NB_LGT_COL_HORS_RES";"NB_LGT_DEMOLIS";"NB_LGT_1P";"NB_LGT_2P";"NB_LGT_3P";"NB_LGT_4P";"NB_LGT_5P";"NB_LGT_6P_PLUS";"NB_LGT_PRET_LOC_SOCIAL";"NB_LGT_ACC_SOC_HORS_PTZ";"NB_LGT_PTZ";"SURF_HAB_AVANT";"SURF_HAB_CREEE";"SURF_HAB_ISSUE_TRANSFO";"SURF_HAB_DEMOLIE";"SURF_HAB_TRANSFORMEE";"SURF_LOC_AVANT";"SURF_LOC_CREEE";"SURF_LOC_ISSUE_TRANSFO";"SURF_LOC_DEMOLIE";"SURF_LOC_TRANSFORMEE";"SURF_HEB_TRANSFORMEE";"SURF_BUR_TRANSFORMEE";"SURF_COM_TRANSFORMEE";"SURF_ART_TRANSFORMEE";"SURF_IND_TRANSFORMEE";"SURF_AGR_TRANSFORMEE";"SURF_ENT_TRANSFORMEE";"SURF_PUB_TRANSFORMEE"
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0036";6;"2015-07-07";"2017-04-05";"2020-12-18";2015;"2015-07";"2015-07";"2017-05";"2022-05";30;"68.20A";5599;"IMMOBILIERE 3F";"552141533";"55214153300018";"75638";"PARIS CEDEX 13";"false";;;"rue DE MALNOUE - ZAC du Cl";;"NOISY-LE-GRAND";"93160";"AK";"45";"AK";"46";"AK";"47";3990;4;1;1;1;3;;;"false";"false";"false";6;3;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";83;0;83;;;;83;0;8;28;29;18;0;0;0;0;0;0;5170;0;0;0;0;1686;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0037";6;"2015-07-16";"2017-09-11";"2020-09-01";2015;"2015-07";"2015-07";"2017-09";"2021-12";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"203";"AVENU";"EMILE COSSONNEAU";;"NOISY LE GRAND";"93160";"BD";"208";;;;;558;4;2;5;1;1;;;"false";"false";"false";3;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;129;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0039";2;"2015-09-14";;;2015;"2015-10";"2015-10";;"2015-10";10;;;;;;"93160";"NEUILLY PLAISANCE";"false";"10";"AV";"COUTURIER";;"NEUILLY PLAISANCE";"93160";"AO";"255";;;;;0;4;1;1;1;1;;;"false";"false";"false";0;5;3;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0046";6;"2015-08-17";"2016-03-04";"2017-02-13";2015;"2015-08";"2015-08";"2016-03";"2021-12";32;;;;;;"77100";"MEAUX";"false";"9";"RUE";"DES FRERES HARBULOT";;"NOISY LE GRAND";"93160";"AO";"101";;;;;515;4;1;1;1;2;;;"false";"false";"false";2;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;2;0;;2;;0;0;0;0;0;2;0;0;0;0;0;53;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0049";5;"2015-07-29";"2015-10-29";;2015;"2015-07";"2015-07";"2016-02";"2016-02";10;;;;;;"93162";"NOISY LE GRAND";"false";"47";"QUAI";"DE LA RIVE CHARMANTE";;"NOISY LE GRAND";"93160";"AD";"777";;;;;725;4;2;5;1;1;;;"true";"false";"false";3;1;1;5;"false";"false";"false";"false";"true";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;1;0;0;0;0;0;0;0;153;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0050";5;"2015-08-04";"2015-11-02";;2015;"2015-08";"2015-08";"2015-11";"2015-11";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"16";"CHEMI";"DE LA NOISETTE";;"NOISY LE GRAND";"93160";"AN";"671";;;;;703;4;1;1;1;1;;;"false";"false";"false";2;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;1;0;0;0;0;1;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0051";6;"2015-07-28";"2015-11-03";"2017-01-04";2015;"2015-07";"2015-07";"2015-11";"2021-12";10;;;;;;"93160";"NOISY LE GRAND";"false";"43";"AVENU";"LUCIEN SALLES";;"NOISY LE GRAND";"93160";"AO";"120";;;;;447;4;2;5;1;1;;;"false";"false";"false";2;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;1;0;0;0;0;0;0;123;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0053";2;"2015-07-21";;;2015;"2015-07";"2015-07";;"2015-07";10;;;;;;"93160";"NOISY-LE-GRAND";"false";;;;"66 RUE DE LA FORET";"NOISY LE GRAND";"93160";;;;;;;0;4;1;1;1;1;;;"false";"false";"false";2;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0054";5;"2015-07-21";"2017-10-27";;2015;"2015-07";"2015-07";"2024-06";"2024-06";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"11 B";"RUE";"DE LA JUSTICE";;"NOISY LE GRAND";"93160";"AI";"267";;;;;584;4;1;1;1;1;;;"false";"false";"false";2;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;87;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0056";5;"2015-07-29";"2017-03-09";;2015;"2015-07";"2015-07";"2017-05";"2017-05";32;;;;;;"77400";"GOUVERNE";"false";"15 B";"CHEMI";"DE L'AUBEPINE";;"NOISY LE GRAND";"93160";"AN";"666";;;;;307;4;1;1;1;1;;;"false";"false";"false";3;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;1;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0061";2;"2015-07-29";;;2015;"2015-07";"2015-07";;"2015-07";10;;;;;;"93162";"NOISY LE GRAND";"false";"10";"AVENU";"DU BOIS ST MARTIN";;"NOISY LE GRAND";"93160";"AO";"156";;;;;421;4;2;5;1;1;;;"false";"false";"false";2;3;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;1;0;0;0;0;141;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0064";6;"2015-10-08";"2016-09-19";"2018-01-08";2015;"2015-10";"2015-10";"2016-09";"2021-12";30;;;;;;"93160";"NOISY LE GRAND";"false";"11";"BD";"SOUCHET";;"NOISY LE GRAND";"93160";"AC";"411";;;;;0;4;1;1;1;3;;;"false";"false";"false";0;5;3;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";18;0;18;;;;18;0;9;5;4;0;0;0;0;0;0;0;846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0065";2;"2016-01-06";;;2015;"2016-01";"2016-01";;"2016-01";90;;;;;;"93160";"NOISY-LE-GRAND";"true";"20";"RUE";"JULES FERRY";;"NOISY LE GRAND";"93160";"AK";"86";;;;;811;4;2;5;1;3;;;"true";"false";"false";3;3;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";5;0;5;;;;5;0;1;3;1;0;0;0;0;0;0;232;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0068";6;"2015-11-24";"2016-04-15";"2018-02-19";2015;"2015-11";"2015-11";"2016-04";"2021-12";30;"68.10Z";5710;"MONTOIT IMMOBILIER";"444178503";"44417850300025";"75008";"PARIS";"false";"25";"AVENU";"GABRIEL PERI";;"NOISY LE GRAND";"93160";"AM";"372";;;;;674;4;1;1;1;3;;;"false";"false";"false";4;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";20;0;20;;;;20;0;7;10;3;0;0;0;0;0;0;305;1014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0070";2;"2015-09-18";;;2015;"2015-10";"2015-10";;"2015-10";10;;;;;;"93160";"NOISY LE GRAND";"false";"17";"rue";"pierre curie";;"NOISY LE GRAND";"93160";"AL";"114";;;;;0;4;1;1;1;1;;;"false";"false";"false";0;5;3;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0074";2;"2015-12-03";;;2015;"2015-12";"2015-12";;"2015-12";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"68";"AVENU";"P VAILL COUTURIER";;"NOISY LE GRAND";"93160";"AO";"136";;;;;610;4;1;1;1;1;;;"false";"false";"false";2;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;1;0;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0075";6;"2015-11-10";"2016-05-09";"2017-02-16";2015;"2015-11";"2015-11";"2021-12";"2021-12";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"68";"AVENU";"P VAILL COUTURIER";;"NOISY LE GRAND";"93160";;;;;;;299;4;1;1;1;1;;;"false";"false";"false";2;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;1;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0076";6;"2015-12-03";"2016-06-17";"2017-05-26";2015;"2015-12";"2015-12";"2021-12";"2021-12";10;;;;;;"75019";"PARIS";"false";"38";"AVENU";"DES CHARMILLES";;"NOISY LE GRAND";"93160";"AM";"91";;;;;432;4;2;5;1;1;;;"false";"false";"false";2;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;1;0;0;0;0;21;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0079";2;"2015-12-22";;;2015;"2015-12";"2015-12";;"2015-12";90;"68.20B";5499;"RMG";"817691181";"81769118100017";"93340";"LE RAINCY";"false";"9";"RUE";"DU RESEAU ROBERT KELLER";;"NOISY LE GRAND";"93160";"AH";"725";"AH";"720";"AH";"610";3261;4;2;5;1;2;;;"false";"false";"false";2;1;1;5;"false";"false";"false";"false";"true";9;"false";"false";"false";"false";"false";"false";"false";4;4;0;;4;;0;0;0;0;0;0;4;0;0;0;0;355;457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0081";5;"2016-01-05";"2016-02-01";;2015;"2016-01";"2016-01";"2016-02";"2016-02";32;;;;;;"93160";"NOISY-LE-GRAND";"false";"37";"BOULE";"SOUCHET";;"NOISY LE GRAND";"93160";"AC";"826";;;;;3021;4;2;2;2;3;1;4;"false";"false";"false";0;3;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";4;0;4;;;;4;0;0;2;2;0;0;0;0;0;0;2069;0;152;0;0;259;0;0;0;152;0;0;152;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0082";4;"2016-02-03";;;2015;"2016-02";"2016-02";;"2016-05";32;;;;;;"77340";"PONTAULT COMBAULT";"false";"67";"AVENU";"LUCIEN SALLES";;"NOISY LE GRAND";"93160";"AO";"145";;;;;505;4;1;1;1;3;;;"false";"false";"false";3;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";11;0;11;;;;11;0;0;9;2;0;0;0;0;0;0;0;622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0083";6;"2015-12-22";"2016-05-18";"2018-10-01";2015;"2015-12";"2015-12";"2016-05";"2021-12";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"15";"ALLEE";"MATHILDE";;"NOISY LE GRAND";"93160";"AH";"982";;;;;967;4;1;1;1;1;;;"false";"false";"false";2;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;1;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0084";2;"2016-01-06";;;2015;"2016-01";"2016-01";;"2016-01";10;;;;;;"94500";"CHAMPIGNY S/ MARNE";"true";"73";"AVENU";"P VAILL COUTURIER";;"NOISY LE GRAND";"93160";"AO";"623";;;;;446;4;1;1;1;2;;;"false";"false";"false";2;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;2;0;;2;;0;0;0;0;0;0;0;0;0;0;0;0;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0085";6;"2016-01-06";"2016-04-13";"2017-02-28";2015;"2016-01";"2016-01";"2016-04";"2021-12";10;;;;;;"94100";"SAINT MAUR DES FOSSES";"false";"19 B";"RUE";"PIERRE BROSSOLETTE";;"NOISY LE GRAND";"93160";"AB";"997";;;;;206;4;1;1;1;1;;;"false";"false";"false";2;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;1;0;0;0;0;0;25;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0086";4;"2016-02-09";;;2015;"2016-02";"2016-02";;"2017-03";32;;;;;;"93160";"NOISY-LE-GRAND";"true";"33 35";;"rue DE VERDUN";;"NOISY LE GRAND";;"AB";"359";"AB";"510";;;782;4;1;1;1;3;;;"false";"false";"false";0;5;3;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";24;0;24;;;;24;0;0;0;0;0;0;0;0;0;0;192;1263;0;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0087";2;"2016-01-25";;;2015;"2016-01";"2016-01";;"2016-08";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"16";"RUE";"CAMILLE FLAMMARION";;"NOISY LE GRAND";"93160";"AL";"273";;;;;404;4;1;1;1;1;;;"false";"false";"false";1;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;54;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0089";4;"2016-02-24";;;2015;"2016-02";"2016-02";;"2016-12";32;;;;;;"93160";"NOISY-LE-GRAND";"false";"32";"RUE";"VICTOR HUGO";;"NOISY LE GRAND";"93160";"AO";"377";;;;;508;4;2;5;1;1;;;"true";"true";"false";3;1;1;5;"false";"false";"false";"false";"true";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;117;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0090";4;"2016-01-22";;;2015;"2016-01";"2016-01";;"2018-01";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"9";;"avenue DEHAIS";;"NOISY LE GRAND";;;;;;;;0;4;1;1;1;1;;;"false";"false";"false";1;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0095";5;"2016-02-23";"2016-10-07";;2015;"2016-02";"2016-02";"2016-09";"2016-09";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"27";"RUE";"DU PROFESSEUR ROUX";;"NOISY LE GRAND";"93160";"AL";"278";;;;;808;4;1;1;1;1;;;"false";"false";"false";0;5;3;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0097";6;"2016-02-25";"2016-09-23";"2017-05-17";2015;"2016-02";"2016-02";"2016-09";"2021-12";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"17";"RUE";"ARMAND GUNDHARDT";;"NOISY LE GRAND";"93160";"AS";"331";;;;;1393;4;1;1;1;1;;;"false";"false";"false";3;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;1;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305115C0099";4;"2016-03-22";;;2015;"2016-03";"2016-03";;"2016-05";10;;;;;;"95800";"COURDIMANCHE";"false";"39";"RUE";"PIERRE CURIE";;"NOISY LE GRAND";"93160";"AL";"99";;;;;399;4;2;5;1;1;;;"false";"false";"false";2;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;1;0;0;0;0;0;95;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305116C0005";4;"2016-05-21";;;2016;"2016-06";"2017-02";;"2017-05";32;;;;;;"78610";"LE PERRAY EN YVELINE";"true";"94";"RUE";"PIERRE BROSSOLETTE";;"NOISY LE GRAND";"93160";"AX";"308";;;;;1348;4;2;5;1;3;;;"false";"false";"false";5;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";35;0;35;;;;35;0;3;14;16;2;0;0;0;0;0;287;1888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305116C0006";5;"2016-05-18";"2019-05-13";;2016;"2016-05";"2016-05";"2020-07";"2020-07";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"11";"RUE";"SAINT ARNAUD";;"NOISY LE GRAND";"93160";"AC";"184";;;;;358;4;2;5;1;2;;;"false";"false";"false";2;3;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";2;2;0;;2;;0;0;0;0;0;0;0;0;0;0;0;63;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305116C0011";5;"2016-04-26";"2018-04-26";;2016;"2016-04";"2016-04";"2021-04";"2024-06";10;;;;;;"93160";"NOISY-LE-GRAND";"true";"35";;"avenue Paul Vaillant coutu";;"NOISY-LE-GRAND";"93160";"AO";"278";;;;;586;4;2;5;1;1;;;"true";"false";"false";0;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;1;0;0;0;0;219;125;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305116C0015";6;"2016-06-06";"2017-01-31";"2018-09-14";2016;"2016-06";"2016-06";"2017-07";"2021-12";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"9 bis";;"avenue DEHAIS";;"NOISY-LE-GRAND";"93160";"AC";"1000";;;;;470;4;1;1;1;1;;;"false";"false";"false";1;5;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;1;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305116C0017";5;"2016-08-11";"2017-04-10";;2016;"2016-08";"2016-08";"2017-05";"2018-05";30;"41.10A";5710;"MONTOIT IMMOBILIER";"444178503";"44417850300025";"75008";"PARIS";"true";"73 -";;"avenue EMILE COSSONNEAU";;"NOISY-LE-GRAND";"93160";"AH";"414";"AH";"416";"AH";"419";3424;4;1;1;1;3;;;"false";"false";"false";4;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";37;11;26;;11;;26;0;4;8;12;12;1;0;0;0;0;387;2731;0;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305116C0019";6;"2016-07-04";"2017-10-20";"2019-12-30";2016;"2016-07";"2016-07";"2017-10";"2021-12";12;;;;;;"94360";"BRY S/ MARNE";"false";"58";"RUE";"DU DOC JEAN VAQUIER";;"NOISY LE GRAND";"93160";"AZ";"39";"AZ";"379";;;895;4;1;1;1;3;;;"false";"false";"false";5;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";23;0;23;;;;23;0;2;15;0;6;0;0;0;0;0;245;1289;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305116C0020";6;"2016-04-21";"2016-09-27";"2018-06-08";2016;"2016-04";"2016-04";"2016-09";"2021-12";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"6";"RUE";"LOUIS VAILLANT";;"NOISY LE GRAND";"93160";"AZ";"104";;;;;410;4;2;5;1;1;;;"false";"false";"false";2;3;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;1;0;0;0;0;0;0;96;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305116C0021";6;"2016-05-30";"2016-07-28";"2019-09-17";2016;"2016-05";"2016-05";"2016-07";"2021-12";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"9";"AVENU";"DEHAIS";;"NOISY LE GRAND";"93160";;;;;;;0;4;1;1;1;1;;;"false";"false";"false";3;1;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";1;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305116C0025";5;"2017-07-05";"2020-07-03";;2016;"2016-05";"2018-01";"2020-07";"2020-07";32;"68.20B";6540;"SEDINEY-ARY";"884027202";"88402720200016";"93160";"NOISY-LE-GRAND";"false";"101";;"avenue EMILE COSSONNEAU";;"NOISY-LE-GRAND";"93160";"AH";"497";;;;;365;4;1;1;1;3;;;"false";"false";"false";4;3;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";7;0;7;;;;7;1;0;6;0;1;0;0;0;0;0;154;377;0;154;0;0;18;0;0;0;0;0;0;0;0;0;0;0
"11";"Île-de-France";"93";"Seine-Saint-Denis";"93051";"PC";"09305116C0026";2;"2016-06-14";;;2016;"2016-06";"2016-06";;"2016-06";10;;;;;;"93160";"NOISY-LE-GRAND";"false";"9";"IMPAS";"DE L'UNION";;"NOISY LE GRAND";"93160";"AY";"441";;;;;400;4;1;1;1;3;;;"false";"false";"false";3;2;1;7;"false";"false";"false";"false";"false";9;"false";"false";"false";"false";"false";"false";"false";3;0;3;;;;3;0;0;3;0;0;0;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
